Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T001_001,SE_T012_001,SE_T012_002,SE_T012_003,SE_T012_004,SE_T012_005,SE_T012_006,SE_T012_007,SE_T012_008,SE_T018_001,SE_T018_002,SE_T018_003,SE_T018_004,SE_T018_005,SE_T018_006,SE_T018_007,SE_T018_008,SE_T018_009,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T021_001,SE_T021_002,SE_T021_003,SE_T022_001,SE_T022_002,SE_T022_003,SE_T094_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T157_001,SE_T157_002,SE_T157_003,SE_T158_001,SE_T158_002,SE_T158_003,SE_T158_004
"42017101503","Census Tract 1015.03","Census Tract 1015.03, Bucks County, Pennsylvania","00","42","017","101503",3960.87,3960.87,3814.986,27.97789,2.997632,82.93447,0,5.995263,25.97947,1544.77945091237,1156.08656190531,990.217616981991,165.86894492332,44.9644730213821,120.904471901939,388.692889007058,148.882366226354,239.810522780704,1544.77945091237,1512.80471454161,5.99526306951761,0,19.9842102317254,0,2.9976315347588,2.9976315347588,1544.77945091237,12.9897366506215,1531.78971426175,1544.77945091237,1503.81181993733,40.96763097504,71840.7479045778,1557.76918756299,1544.77945091237,1366.91997985001,177.859471062356,1557.76918756299,1544.77945091237,12.9897366506215,12.9897366506215,1.99842102317254,4.99605255793134,5.9952630695176
"42017101504","Census Tract 1015.04","Census Tract 1015.04, Bucks County, Pennsylvania","00","42","017","101504",2977,2977,2905,14,0,43,1,2,12,1279,748,659,89,20,69,531,123,408,1279,1264,3,0,7,1,1,3,1279,5,1274,1279,1259,20,60944.670846395,1313,1279,871,408,1313,1279,34,34,21,2,11
"42017101505","Census Tract 1015.05","Census Tract 1015.05, Bucks County, Pennsylvania","00","42","017","101505",3411.267,3411.267,3286.258,31.00251,1.000109,54.00371,0,6.001854,33.00131,1158.0925873933,981.075138650154,877.064342240335,104.010796409819,41.0031625846945,63.0076338251245,177.017448743142,79.008070043703,98.0093786994387,1158.0925873933,1126.08997008182,12.0005452732232,0,17.001199601091,0,1.00065432786782,2.00021810928927,1158.0925873933,4.00141771038027,1154.09116968292,1158.0925873933,1123.08920669931,35.00338069399,74909.2898837025,1166.09618619657,1158.0925873933,1111.0772106884,47.0153767048937,1166.09618619657,1158.0925873933,8.00359880327298,8.00359880327298,0.000218109289271724,2.00010905464464,6.00327163933908
"42017101506","Census Tract 1015.06","Census Tract 1015.06, Bucks County, Pennsylvania","00","42","017","101506",5412,5412,5261,49,6,57,2,16,21,2048,1577,1362,215,58,157,471,221,250,2048,2008,7,2,18,1,4,8,2048,14,2034,2048,1999,49,67484.6604787494,2085,2048,1703,345,2085,2048,37,37,9,13,15
"42017101603","Census Tract 1016.03","Census Tract 1016.03, Bucks County, Pennsylvania","00","42","017","101603",3075,3075,2927,28,0,39,3,40,38,1186,848,658,190,51,139,338,168,170,1186,1149,12,0,5,0,10,10,1186,19,1167,1186,1141,45,53046.8644067797,1222,1186,820,366,1222,1186,36,36,12,7,17
"42017101605","Census Tract 1016.05","Census Tract 1016.05, Bucks County, Pennsylvania","00","42","017","101605",4196,4196,2744,548,18,166,1,528,191,1525,1011,556,455,113,342,514,239,275,1525,1095,183,5,54,0,148,40,1525,268,1257,1525,992,533,38926.998689384,1649,1525,356,1169,1649,1525,124,124,105,0,19
"42017101607","Census Tract 1016.07","Census Tract 1016.07, Bucks County, Pennsylvania","00","42","017","101607",3160,3160,3062,31,2,33,0,12,20,1352,885,758,127,31,96,467,164,303,1352,1327,11,1,9,0,2,2,1352,9,1343,1352,1320,32,58088.6988847584,1391,1352,991,361,1391,1352,39,39,9,11,19
"42017101609","Census Tract 1016.09","Census Tract 1016.09, Bucks County, Pennsylvania","00","42","017","101609",4749.915,4749.915,4578.027,47.96884,3.997404,73.95197,1.998702,24.98377,18.98767,1719.88294547327,1355.11985709573,1136.26200406921,218.857853026523,49.9675463530876,168.890306673436,364.763088377539,140.908480715707,223.854607661832,1719.88294547327,1675.91150468256,15.989614832988,0,16.9889657600498,0,3.997403708247,6.99545648943226,1719.88294547327,14.9902639059263,1704.89268156734,1719.88294547327,1665.91799541194,53.96495006133,69057.8856152513,1734.8732093792,1719.88294547327,1584.97057031994,134.912375153336,1734.8732093792,1719.88294547327,14.9902639059263,14.9902639059263,2.99805278118525,3.997403708247,7.994807416494
"42017101610","Census Tract 1016.10","Census Tract 1016.10, Bucks County, Pennsylvania","00","42","017","101610",4903.961,4903.961,4687.926,83.00808,2.001068,77.01983,5.000153,25.00137,24.00488,1744.29388682134,1398.26124967564,1223.24508361282,175.016166062824,51.0053378509326,124.010828211892,346.032637145702,162.013115862291,184.01952128341,1744.29388682134,1689.28351613953,27.0035077306128,0.000457530079932315,18.0053378509325,2,5.00030502005329,3.00076255013322,1744.29388682134,21.0010675701865,1723.29281925115,1744.29388682134,1677.2827535894,67.01113323194,64562.2734365908,1790.30502005329,1744.29388682134,1566.28702387014,178.006862951199,1790.30502005329,1744.29388682134,46.011133231945,46.011133231945,15.0003050200533,4.00838805146543,27.0024401604263
"42017101611","Census Tract 1016.11","Census Tract 1016.11, Bucks County, Pennsylvania","00","42","017","101611",6664,6664,6396,84,5,105,5,27,42,2276,1892,1639,253,68,185,384,168,216,2276,2201,29,3,28,1,6,8,2276,20,2256,2276,2188,88,68741.181619256,2292,2276,2164,112,2292,2276,16,16,6,4,6
"42017101802","Census Tract 1018.02","Census Tract 1018.02, Bucks County, Pennsylvania","00","42","017","101802",4128,4128,3891,54,1,134,6,18,24,1315,1156,1083,73,27,46,159,81,78,1315,1248,20,0,38,2,3,4,1315,5,1310,1315,1246,69,92700.9195402299,1394,1315,1268,47,1394,1315,79,79,3,35,41
"42017101803","Census Tract 1018.03","Census Tract 1018.03, Bucks County, Pennsylvania","00","42","017","101803",4941,4941,4721,86,2,84,1,16,31,1686,1369,1180,189,56,133,317,165,152,1686,1625,31,1,20,0,4,5,1686,17,1669,1686,1613,73,77387.2479240807,1720,1686,1544,142,1720,1686,34,34,2,6,26
"42017101805","Census Tract 1018.05","Census Tract 1018.05, Bucks County, Pennsylvania","00","42","017","101805",2341.313,2341.313,2184.51,54.74343,2.475833,60.79547,1.650556,16.23046,20.90704,859.114215813784,627.211146991812,520.750307568202,106.46083942361,29.1598164829526,77.3010229406575,231.903068821972,109.211765506908,122.691303315065,859.114215813784,811.798287181069,18.7062973664225,0.825277824989226,18.7062973664225,0,4.12638912494613,4.95166694993536,859.114215813784,12.6542599831681,846.459955830616,859.114215813784,804.370786756166,54.743429057618,65798.4838709677,880.296346655174,859.114215813784,581.820866617404,277.29334919638,880.296346655174,859.114215813784,21.1821308413901,21.1821308413901,8.527870858222,2.47583347496768,10.1784265082005
"42017101807","Census Tract 1018.07","Census Tract 1018.07, Bucks County, Pennsylvania","00","42","017","101807",4020.811,4020.811,3751.529,94.01261,4.251827,104.406,2.834551,27.87309,35.90432,1475.38389758536,1077.12945452918,894.30090237883,182.828552150347,50.0770711316196,132.751481018728,398.254443056182,187.552804143896,210.701638912287,1475.38389758536,1394.12676329632,32.1249135561333,1.41727559806471,32.1249135561333,0,7.08637799032353,8.50365358838824,1475.38389758536,21.7315591703255,1453.65233841503,1475.38389758536,1381.37128291373,94.01261467163,65798.4838709676,1511.76063793569,1475.38389758536,999.179296635618,476.204600949741,1511.76063793569,1475.38389758536,36.3767403503275,36.3767403503275,14.645181180002,4.25182679419412,17.4797323761314
"42017101808","Census Tract 1018.08","Census Tract 1018.08, Bucks County, Pennsylvania","00","42","017","101808",2145.189,2145.189,2001.521,50.15775,2.268441,55.70283,1.512294,14.87089,19.15572,787.149059763952,574.671743919889,477.128776859802,97.5429670600863,26.7171951120649,70.8257719480213,212.477315844064,100.063457164998,112.413858679066,787.149059763952,743.796629959469,17.1393327134002,0.756147031473537,17.1393327134002,0,3.78073515736769,4.53688218884122,787.149059763952,11.5942544825942,775.554805281358,787.149059763952,736.991306676207,50.1577530877449,65798.4838709677,806.556833571773,787.149059763952,533.083657188844,254.065402575108,806.556833571773,787.149059763952,19.4077738078208,19.4077738078208,7.81351932522655,2.26844109442061,9.32581338817363
"42017101900","Census Tract 1019","Census Tract 1019, Bucks County, Pennsylvania","00","42","017","101900",3891.962,3891.962,3758.225,40.92931,2.9978,57.87665,0,2.001183,29.93151,1379.10349000322,1036.88615891294,913.153600210267,123.732558702677,27.941369586852,95.7911891158248,342.217331090274,160.631607863466,181.585723226808,1379.10349000322,1349.15967000397,11.9809280485037,1.99554165712009,13.96891233058,0,0.000708985138412244,1.99772897790501,1379.10349000322,11.9748490091064,1367.12864099411,1379.10349000322,1338.18297649868,40.9205135045399,72759.1975640172,1401.06481136445,1379.10349000322,1147.6433754844,231.460114518816,1401.06481136445,1379.10349000322,21.9613213612336,21.9613213612336,8.97955278178636,2.99372734361902,9.98804123582824
"42017102002","Census Tract 1020.02","Census Tract 1020.02, Bucks County, Pennsylvania","00","42","017","102002",2839.606,2839.606,2723.389,50.10375,7.999436,37.04362,0.001903218,9.009772,12.05849,937.654720547834,794.161585970529,720.94512805827,73.2164579122592,19.0422693269379,54.1741885853213,143.493134577305,66.1945939417842,77.2985406355213,937.654720547834,907.625429562036,17.0121898342961,1.0018801801189,7.01369515756743,0,1.00122441528403,4.00030139853116,937.654720547834,8.01449262090308,929.640227926931,937.654720547834,900.610814833983,37.043905713851,89823.7323907897,963.67991589382,937.654720547834,853.41603137101,84.2386891768235,963.67991589382,937.654720547834,26.0251953459864,26.0251953459864,4.00236776256671,2.01325365035703,20.0095739330627
"42017102003","Census Tract 1020.03","Census Tract 1020.03, Bucks County, Pennsylvania","00","42","017","102003",3780.683,3780.683,3650.716,42.99059,3.998587,45.98592,7.11973E-05,7.999238,28.99266,1283.56421266069,1069.62462168087,957.656005393693,111.968616287174,26.9928989730309,84.9757173141429,213.939590979824,91.9752554252073,121.964335554617,1283.56421266069,1251.57238609445,12.9966706428732,0.999700081883003,10.9966297034138,0,1.00048325217504,5.99834288589657,1283.56421266069,13.997082697749,1269.56712996294,1283.56421266069,1239.57555792806,43.9886547326298,85068.2351518623,1300.56075159059,1283.56421266069,1200.56660751783,82.9976051428606,1300.56075159059,1283.56421266069,16.9965389298944,16.9965389298944,2.99945623214539,3.99922751132767,9.99785518642135
"42017102004","Census Tract 1020.04","Census Tract 1020.04, Bucks County, Pennsylvania","00","42","017","102004",4093.66,4093.66,3939.24,51.15111,1.008599,39.15374,0.0009160326,29.01184,34.09424,1678.95291193258,1172.95749894637,1002.57243827475,170.385060671621,34.0842306354178,136.300830036204,505.995412986204,181.449287904957,324.546125081247,1678.95291193258,1625.86691783191,22.036229705557,1.00542759582908,14.0379931708036,0,6.00091603264563,10.0054275958291,1678.95291193258,16.0343976402657,1662.91851429231,1678.95291193258,1616.83477597324,62.11813595934,69850.3895981825,1710.01902771522,1678.95291193258,1477.32605891434,201.626853018236,1710.01902771522,1678.95291193258,31.0661157826393,31.0661157826393,7.02121806697116,5.01317957329458,19.0317181423735
"42017102102","Census Tract 1021.02","Census Tract 1021.02, Bucks County, Pennsylvania","00","42","017","102102",3127.21,3127.21,3063.264,18.98382,4.996466,14.98627,1.998194,0.9997151,21.98137,1091.02758071185,912.179679163262,817.26318709556,94.9164920677024,36.9674927032377,57.9489993644647,178.84790154859,80.933791597045,97.9141099515447,1091.02758071185,1074.04158855727,6.9940780238315,1.99848466358823,2.99725417870853,0.998987738200523,0.999205961280743,2.99798158897593,1091.02758071185,4.99632077051068,1086.03125994134,1091.02758071185,1070.04461923009,20.9829614817602,77448.1457849017,1111.01133623233,1091.02758071185,944.153833478086,146.873747233766,1111.01133623233,1091.02758071185,19.9837555204812,19.9837555204812,5.99516302665772,3.99667836306949,9.99191413075395
"42017102104","Census Tract 1021.04","Census Tract 1021.04, Bucks County, Pennsylvania","00","42","017","102104",5003.424,5003.424,4658.282,135.0224,5.002106,88.08974,0.9994834,39.03122,76.99715,1858.07720546946,1376.02837127115,1120.89665635553,255.13171491562,68.0412450676041,187.090469848016,482.048834198316,224.33361508865,257.715219109666,1858.07720546946,1774.02962566333,34.0162351221171,2.00216772376906,21.0155801060594,0,13.0038558618258,14.0097409923626,1858.07720546946,46.0264897018258,1812.05071576763,1858.07720546946,1744.00998364166,114.0672218278,61937.2820194007,1915.13827674669,1858.07720546946,1375.05834928926,483.018856180199,1915.13827674669,1858.07720546946,57.0610712772294,57.0610712772294,11.0223813648342,14.0112291445311,32.0274607678642
"42017102300","Census Tract 1023","Census Tract 1023, Bucks County, Pennsylvania","00","42","017","102300",5197.408,5197.408,5051.52,41.96424,20.96863,20.0074,2.9933,10.00929,49.94487,1827.68417358352,1427.47806698325,1253.46355423367,174.014512749577,67.9658873559076,106.04862539367,400.206106600264,217.007634144148,183.198472456116,1827.68417358352,1783.71607295244,15.9837635360702,6.98984097828157,4.00609461086181,0,3.00503261637941,13.9833688894812,1827.68417358352,18.9912562187105,1808.69291736481,1827.68417358352,1769.72577402756,57.9583995559601,70255.8054263082,1882.66909186869,1827.68417358352,1517.3652459845,310.318927599016,1882.66909186869,1827.68417358352,54.9849182851762,54.9849182851762,16.988845336301,9.99341847983724,28.002654469038
"42017102401","Census Tract 1024.01","Census Tract 1024.01, Bucks County, Pennsylvania","00","42","017","102401",3937.583,3937.583,3849.651,23.21772,6.271363,20.94738,0.006325847,14.25442,23.23459,1468.99801620498,1043.37861037048,882.441950614941,160.936659755539,43.732960770427,117.203698985112,425.619405834497,194.386698780176,231.232707054321,1468.99801620498,1440.88336753383,8.48477788292765,2.23871821253746,6.23551659269457,0,5.34382481565001,5.81181116733309,1468.99801620498,16.0525606023413,1452.94545560264,1468.99801620498,1430.62364055897,38.3743756460101,59043.8046984886,1506.47648284286,1468.99801620498,1062.69442374137,406.303592463609,1506.47648284286,1468.99801620498,37.4784666378803,37.4784666378803,9.37646965997222,5.35858512442387,22.7434118534842
"42017102402","Census Tract 1024.02","Census Tract 1024.02, Bucks County, Pennsylvania","00","42","017","102402",4861.347,4861.347,4752.865,28.63503,7.709432,25.88166,0,17.62156,28.63503,1813.91912259695,1288.02575220227,1089.23255145622,198.793200746054,53.9660212551613,144.827179490892,525.893370394684,240.09372721684,285.799643177844,1813.91912259695,1779.22668036149,10.462800039266,2.75336843138578,7.70943160788018,0,6.60808423532587,7.15875792160303,1813.91912259695,19.8242527059776,1794.09486989097,1813.91912259695,1766.56118557712,47.3579370198299,59014.3810679608,1860.17571224423,1813.91912259695,1311.70472071219,502.214401884766,1860.17571224423,1813.91912259695,46.2565896472811,46.2565896472811,11.5641474118203,6.60808423532587,28.084358000135
"42017102500","Census Tract 1025","Census Tract 1025, Bucks County, Pennsylvania","00","42","017","102500",4560.54,4560.54,4438.091,25.97114,6.990248,16.06283,1.974122,21.82063,49.62971,1768.42382810723,1198.47790439888,939.703566060506,258.774338338373,64.9100832110048,193.864255127368,569.945923708352,272.161207184675,297.784716523678,1768.42382810723,1730.62390037803,9.947930550101,5.94975997801732,5.99288910626831,0,4.97221470578468,10.9371333890293,1768.42382810723,24.7563606822558,1743.66746742497,1768.42382810723,1714.77906006461,53.6447680426202,51740.6813240148,1825.4698816218,1768.42382810723,1205.47824346943,562.945584637802,1825.4698816218,1768.42382810723,57.0460535145717,57.0460535145717,26.8439679280485,9.98990552725123,20.212180059272
"42017102600","Census Tract 1026","Census Tract 1026, Bucks County, Pennsylvania","00","42","017","102600",2205.588,2205.588,2086.856,33.93962,0.999067,51.85379,0.0004453637,19.94594,11.99262,985.394688300272,532.77645524838,449.949565958151,82.8268892902293,21.9555680619915,60.8713212282379,452.618233051891,151.568331441008,301.049901610884,985.394688300272,951.47800138928,12.9687921542964,0.997441990913421,9.97378196056288,0,3.99156145724639,5.98510934797243,985.394688300272,19.9488398302001,965.445848470072,985.394688300272,937.514800530362,47.8798877699101,48220.5910163392,1012.32775257503,985.394688300272,529.793939280042,455.600749020229,1012.32775257503,985.394688300272,26.9330642747624,26.9330642747624,8.97371593068269,5.98539823124485,11.9739501128348
"42017102700","Census Tract 1027","Census Tract 1027, Bucks County, Pennsylvania","00","42","017","102700",4243.001,4243.001,4167.129,23.11409,6.014304,20.04244,0.02646469,6.249984,20.42496,1639.74239768335,1149.20093144822,987.752659523575,161.448271924644,60.1085955801813,101.339676344462,490.541466235128,205.103383287681,285.438082947447,1639.74239768335,1619.44328026393,5.08884475859381,2.05311204017475,5.03480209109713,0,2.04580810637613,6.07655042317442,1639.74239768335,3.33478135547503,1636.40761632787,1639.74239768335,1617.22102583978,22.52137184357,61882.8789709478,1704.65993332187,1639.74239768335,1247.19250945585,392.549888227498,1704.65993332187,1639.74239768335,64.9175356385184,64.9175356385184,16.1394524350288,10.0112957991652,38.7667874043244
"42017102801","Census Tract 1028.01","Census Tract 1028.01, Bucks County, Pennsylvania","00","42","017","102801",3092.181,3092.181,3014.278,20.97452,1.997906,24.96563,0.9985968,14.9818,13.98506,1055.71709608867,871.925254012984,785.027234031583,86.8980199814006,42.9465049219963,43.9515150594043,183.791842075687,104.878606308134,78.9132357675528,1055.71709608867,1034.7428570116,4.99383930068391,0.999024392079432,7.9892022639712,0,3.99538497958814,2.99678814074646,1055.71709608867,6.99203060258869,1048.72506548608,1055.71709608867,1030.74704447878,24.9700516098899,67897.890558792,1091.67399320976,1055.71709608867,945.84023242973,109.876863658941,1091.67399320976,1055.71709608867,35.9568971210882,35.9568971210882,2.99735821173013,5.99286369276334,26.9666752165947
"42017103101","Census Tract 1031.01","Census Tract 1031.01, Bucks County, Pennsylvania","00","42","017","103101",2379.978,2379.978,2300.252,28.81235,1.921514,18.25429,0,12.48544,18.25272,911.464783740548,581.086314306283,429.350804375726,151.735509930557,48.0194810368929,103.716028893664,330.378469434266,164.22779374673,166.150675687535,911.464783740548,885.531086481454,6.72363799375919,0.960463879636096,7.68468812785506,0,5.76141535074377,4.80349190710003,911.464783740548,10.5647118396905,900.900071900857,911.464783740548,880.727789992507,30.736993748041,52004.0034933977,947.959675312574,911.464783740548,566.724888541451,344.739895199097,947.959675312574,911.464783740548,36.494891572026,36.494891572026,12.4832945811236,9.60620214158704,14.4053948493154
"42017103102","Census Tract 1031.02","Census Tract 1031.02, Bucks County, Pennsylvania","00","42","017","103102",2087.347,2087.347,1946.113,27.06731,4.007917,27.09111,3.99631,53.9894,25.08177,844.766487897892,537.979499237493,413.673359531802,124.306139705691,39.1092379357973,85.1969017698936,306.7869886604,143.389947239243,163.397041421157,844.766487897892,805.699646075824,8.02023281702529,0.00381578204470834,9.02535411418358,0.999077445436584,12.9957984440923,8.02256321928533,844.766487897892,22.0149486172269,822.751539280665,844.766487897892,797.679573348126,47.086914549766,48180.0538015331,881.844816616782,844.766487897892,500.423997009911,344.342490887981,881.844816616782,844.766487897892,37.0783287188895,37.0783287188895,13.0114840835089,7.03880665877186,17.0280379766088
"42017103103","Census Tract 1031.03","Census Tract 1031.03, Bucks County, Pennsylvania","00","42","017","103103",4421.417,4421.417,4148.501,50.48971,6.06252,89.61072,0.9997552,74.19694,51.55613,1648.56814351028,1123.91595944738,884.706617698842,239.209341748539,70.7717018424909,168.437639906048,524.652184062904,221.76684466184,302.885339401064,1648.56814351028,1574.02300453659,16.1471461990083,1.02025426996299,31.1792064778311,0.999755226465563,20.0385942746027,5.16018252582322,1648.56814351028,34.1837383623833,1614.3844051479,1648.56814351028,1559.87786044881,88.6902830614699,51843.0477244825,1784.14470988672,1648.56814351028,1083.10540389474,565.462739615541,1784.14470988672,1648.56814351028,135.576566376431,135.576566376431,74.1074669739203,10.2483355108432,51.2207638916675
"42017103300","Census Tract 1033","Census Tract 1033, Bucks County, Pennsylvania","00","42","017","103300",2195.297,2195.297,2151.241,8.028461,2.004756,19.99697,4.997907,2.008655,7.018727,806.655983377015,619.284613462155,552.111312322354,67.1733011398013,23.063896227912,44.1094049118894,187.37136991486,109.2026213118,78.1687486030602,806.655983377015,799.633250326358,3.01145354641241,1.00178615707309,1.00172181383165,1.99913716973356,0.00419921919401284,0.00443514441262616,806.655983377015,2.01401674276335,804.641966634252,806.655983377015,797.621408260306,9.03457511670899,68631.5131322731,842.716059825458,806.655983377015,702.456446381981,104.199536995034,842.716059825458,806.655983377015,36.0600764484435,36.0600764484435,4.0007063891449,7.00959919939665,25.049770859902
"42017103400","Census Tract 1034","Census Tract 1034, Bucks County, Pennsylvania","00","42","017","103400",4907.646,4907.646,4839.13,29.68599,4.93995,5.109107,0.002339333,8.926333,19.85215,1878.51104348131,1454.12354307615,1264.21830922435,189.905233851793,69.2061614356549,120.699072416139,424.387500405162,234.339200010363,190.048300394798,1878.51104348131,1854.73310355931,11.8578901413436,1.97445379831683,2.01348151937766,0,3.95348388649869,3.97863057645985,1878.51104348131,13.8498165790669,1864.66122690224,1878.51104348131,1842.86497085326,35.64607262805,76592.7628020788,1949.73044676327,1878.51104348131,1650.75379095914,227.757252522164,1949.73044676327,1878.51104348131,71.2194032819589,71.2194032819589,2.08656015313247,11.8612050454918,57.2716380833346
"42017103700","Census Tract 1037","Census Tract 1037, Bucks County, Pennsylvania","00","42","017","103700",3496.234,3496.234,3436.617,17.89038,0.9963961,3.985729,3.970984,4.96698,27.80622,1329.17047872929,984.169987075026,830.092251828332,154.077735246694,55.6543739283724,98.4233613183216,345.000491654263,208.794562007099,136.205929647163,1329.17047872929,1311.28300249758,3.98026037428867,0.99301367108924,0.996406667383812,0.992708027137542,2.97950383661094,7.94558365519864,1329.17047872929,5.96265862684796,1323.20782010244,1329.17047872929,1309.29205575166,19.87842297763,68950.3987591676,1402.79895818725,1329.17047872929,1099.53352423471,229.636954494579,1402.79895818725,1329.17047872929,73.6284794579557,73.6284794579557,12.9208778441948,6.98536266023647,53.7222389535244
"42017103800","Census Tract 1038","Census Tract 1038, Bucks County, Pennsylvania","00","42","017","103800",1409.548,1409.548,1397.473,6.015284,1.001245,4.000519,0.004767438,0.01345835,1.040113,559.557702452687,398.427498161879,334.386733626298,64.0407645355806,18.0267518920881,46.0140126434925,161.130204290808,101.062461526801,60.0677427640081,559.557702452687,554.545105970381,2.99783182838365,0.00139453655828332,0.998812430608456,0.000989182551708057,0.00499431768800051,1.00857418651644,559.557702452687,1.00943329945905,558.548269153228,559.557702452687,553.541656171161,6.01604628152597,59588.4988735408,612.558906987225,559.557702452687,459.469048508306,100.088653944382,612.558906987225,559.557702452687,53.0012045345376,53.0012045345376,5.00481309150197,12.9753836705471,35.0210077724885
"42017103900","Census Tract 1039","Census Tract 1039, Bucks County, Pennsylvania","00","42","017","103900",4225.498,4225.498,4109.186,32.09475,7.00275,17.0163,2.023515,21.02049,37.15354,1681.37594029337,1179.4931596135,1048.60722100146,130.885938612039,44.321509456491,86.5644291555484,501.882780679877,286.147903031782,215.734877648095,1681.37594029337,1662.27493576881,4.02255240810608,1.00563810202652,1.00563810202652,0.00611941394367788,5.01595168224524,8.04510481621215,1681.37594029337,15.0294968049047,1666.34644348847,1681.37594029337,1652.2675100601,29.1084302332699,85104.7359265185,1841.75176701846,1681.37594029337,1388.10289875219,293.273041541179,1841.75176701846,1681.37594029337,160.375826725087,160.375826725087,12.0737766382619,5.04042933801995,143.261620748805
"42017104000","Census Tract 1040","Census Tract 1040, Bucks County, Pennsylvania","00","42","017","104000",4809.97,4809.97,4719.708,28.04566,1.023425,20.0754,1.000213,9.067812,31.05004,1789.99117994137,1334.62907909985,1174.4302265646,160.198852535243,51.058797997692,109.140054537551,455.362100841525,221.199881144193,234.162219697332,1789.99117994137,1771.91396124995,7.01272446495604,1.0069522390171,1.02417406792884,0.000748775170075702,4.01433100300702,5.01828814134381,1789.99117994137,14.0336854567829,1775.95749448459,1789.99117994137,1762.88733230696,27.1038476344102,78796.9839963107,1870.07188682974,1789.99117994137,1453.85512908131,336.136050860062,1870.07188682974,1789.99117994137,80.0807068883696,80.0807068883696,17.0193497408406,12.0205297539188,51.0408273936101
"42017104100","Census Tract 1041","Census Tract 1041, Bucks County, Pennsylvania","00","42","017","104100",2088.741,2088.741,1986.628,31.03423,4.005597,24.02589,3.00256,10.00583,30.03887,853.062886563415,522.638033430243,407.456186529907,115.181846900336,36.0647648334473,79.1170820668887,330.424853133173,179.200341508847,151.224511624325,853.062886563415,820.036038884518,11.010834421382,2.00256003628261,8.00357229808209,1.00101226179948,3.00315431253412,8.00571434881674,853.062886563415,13.0125584865686,840.050328076846,853.062886563415,812.027170223167,41.035716340248,53694.9837778098,871.125972814097,853.062886563415,363.734151817182,489.328734746233,871.125972814097,853.062886563415,18.0630862506824,18.0630862506824,11.0151772864191,3.01047519940184,4.03743376486149
"42017104201","Census Tract 1042.01","Census Tract 1042.01, Bucks County, Pennsylvania","00","42","017","104201",2963.698,2963.698,2855.894,21.04124,8.31259,29.87337,0.2597684,25.19754,23.11939,1022.96811480204,812.815447236052,714.103440221127,98.7120070149248,29.8733705439904,68.8386364709344,210.152667565985,110.401586793008,99.7510807729766,1022.96811480204,992.834975818533,5.71490566928512,2.5976843951296,8.57235850392768,0.25976843951296,5.71490566928512,7.27351630636288,1022.96811480204,14.2872641732128,1008.68085062883,1022.96811480204,981.924701358989,41.043413443051,85134.4170688345,1065.82990732167,1022.96811480204,913.345833327567,109.622281474469,1065.82990732167,1022.96811480204,42.8617925196384,42.8617925196384,9.87120070149248,9.35166382246656,23.6389279956794
"42017104203","Census Tract 1042.03","Census Tract 1042.03, Bucks County, Pennsylvania","00","42","017","104203",4353.061,4353.061,4194.719,30.90524,12.20948,43.87781,0.3815462,37.00998,33.95761,1502.52897544271,1193.85809145765,1048.870531613,144.987559844649,43.8778141635123,101.109745681137,308.670883985056,162.157139299936,146.513744685119,1502.52897544271,1458.26961506908,8.39401662258496,3.81546210117498,12.5910249338774,0.381546210117498,8.39401662258496,10.6832938832899,1502.52897544271,20.9850415564624,1481.54393388625,1502.52897544271,1442.24467424414,60.2843011985699,85134.4170688339,1565.48410011209,1502.52897544271,1341.51647477312,161.012500669584,1565.48410011209,1502.52897544271,62.9551246693872,62.9551246693872,14.4987559844649,13.7356635642299,34.7207051206923
"42017104204","Census Tract 1042.04","Census Tract 1042.04, Bucks County, Pennsylvania","00","42","017","104204",4082.808,4082.808,3934.297,28.98654,11.45147,41.15373,0.3578585,34.71228,31.84941,1409.24690017023,1119.73934754511,983.753105273735,135.986242271378,41.1537312137067,94.8325110576718,289.507552625119,152.089876224568,137.417676400551,1409.24690017023,1367.73531042423,7.87288771044822,3.57858532293101,11.8093315656723,0.357858532293101,7.87288771044822,10.0200389042068,1409.24690017023,19.6822192761206,1389.56468089411,1409.24690017023,1352.70525206792,56.5416481023101,85134.4170688338,1468.29355799859,1409.24690017023,1258.23059954254,151.016300627689,1468.29355799859,1409.24690017023,59.0466578283617,59.0466578283617,13.5986242271378,12.8829071625516,32.5651264386721
"42017104301","Census Tract 1043.01","Census Tract 1043.01, Bucks County, Pennsylvania","00","42","017","104301",2668.89,2668.89,2592.019,16.89022,5.171037,22.75055,2.412063,9.310941,20.33653,1052.27737041845,748.304121347652,672.12465230915,76.1794690385014,22.4059786795505,53.773490358951,303.9732490708,164.737288085393,139.235960985407,1052.27737041845,1030.21588298438,7.58224128850934,1.37905758262171,5.86025331853179,1.0337859080749,2.06913267427713,4.1370166620524,1052.27737041845,10.3413710115355,1041.93599940691,1052.27737041845,1022.63208083775,29.6452895806999,133761.118488467,1105.35391790999,1052.27737041845,926.132076761404,126.145293657048,1105.35391790999,1052.27737041845,53.0765474915354,53.0765474915354,3.44865851433703,5.51591815886138,44.111970818337
